user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
In 1905 Coolidge met and married whom?,"['In 1905 Coolidge met and married Grace Anna Goodhue, a local schoolteacher and fellow Vermonter. They were opposites in personality: she was talkative and fun-loving, while Coolidge was quiet and serious. Greenberg, 58â\x80\x9359  Not long after their marriage, Coolidge handed her a bag with fifty-two pairs of socks in it, all of them full of holes. Grace\'s reply was ""Did you marry me to darn your socks?"" Without cracking a smile and with his usual seriousness, Calvin answered, ""No, but I find it mighty handy."" Telleen, Maurice.  The Days Before Yesterday: 75 years ago. The Draft Horse Journal, Autumn, 2001. Retrieved from Internet Archive on May 18, 2007.  They had two sons; John Coolidge, born in 1906, and Calvin Jr., born in 1908. White, 65â\x80\x9366  The marriage was, by most accounts, a happy one. Fuess, 89â\x80\x9392; Sobel, 57â\x80\x9358. Some biographers disagree with this rosy portrait, see Ferrell, 21â\x80\x9323  As Coolidge wrote in his Autobiography, ""We thought we were made for each other. For almost a quarter of a century she has borne with my infirmities, and I have rejoiced in her graces."" Autobiography, 93']",Maurice.,Grace Anna Goodhue,,0.7535598334560291,0.9999999999,1.0
Why did Coolidge not attend law school?,['Calvin Coolidge as a young legislator'],Calvin Coolidge was a young legislator.,It was too expensive,,0.8517533500717902,,0.0
Have there been other US presidents that have visited Cuba?,"[""Coolidge continued the previous administration's policy not to recognize the Soviet Union. McCoy, 181  He also continued the United States' support for the elected government of Mexico against the rebels there, lifting the arms embargo on that country. McCoy, 178â\x80\x93179  He sent his close friend Dwight Morrow to Mexico as the American ambassador. Sobel, 349  Coolidge represented the U.S. at the Pan American Conference in Havana, Cuba, making him the only sitting U.S. President to visit the country. The United States' occupation of Nicaragua and Haiti continued under his administration, but Coolidge withdrew American troops from the Dominican Republic in 1924. Fuess, 414â\x80\x93417; Ferrell, 122â\x80\x93123""]",No.,No,,0.7495366809106435,,0.0
What years were Coolidge's two sons born in?,"[""Coolidge's father, John Calvin Coolidge, Sr.""]",1872.,1906 and 1908,,0.8030228364084447,,
Did France cede nearly all of its colonies in Europe in 1763?,"['The lands have been inhabited for millennia by aboriginal peoples. Beginning in the late 15th century, British and French expeditions explored and later settled the Atlantic coast. France ceded nearly all of its colonies in North America in 1763 after the Seven Years War.']",no.,Yes.,0.0,0.7410735520330579,0.0,0.0
Is Canada a member of the OECD?,['Canada joined the Organization of American States (OAS) in 1990; Canada hosted the OAS General Assembly in Windsor in June 2000 and the third Summit of the Americas in Quebec City in April 2001. Canada seeks to expand its ties to Pacific Rim economies through membership in the Asia-Pacific Economic Cooperation forum (APEC).'],yes.,Yes.,,0.7759746627243383,0.0,
Is Canada's official language Zulu?,"[""Canada's two official languages are  English and French. Official Bilingualism in Canada is law, defined in the Canadian Charter of Rights and Freedoms, the Official Languages Act, and Official Language Regulations; it is applied by the Commissioner of Official Languages. English and French have equal status in federal courts, Parliament, and in all federal institutions. The public has the right, where there is sufficient demand, to receive federal government services in either English or French, and official language minorities are guaranteed their own schools in all provinces and territories.""]",no,No.,,0.748406546079959,,1.0
What is one significant non-official language?,"['Non-official languages are important in Canada, with 5,202,245 people listing one as a first language.  Some significant non-official first languages include Chinese (853,745 first-language speakers), Italian (469,485), German (438,080), and Punjabi (271,220).']",Chinese.,Chinese.,,0.7645030461759229,0.9999999999,
"In addition to Port Royal, where else did Samuel de Champlain establish a S08_settlement?","['French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada. Among French colonists of New France, Canadiens extensively settled the St. Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana. The French and Iroquois Wars broke out over control of the fur trade.']",Quebec City.,Quebec City,,0.8179861485169888,0.9999999999,
What was the Consitution Act formerly called?,['* Vetoed Volstead Act in 1919. It was passed over his veto.'],Volstead Act.,The British North America Act.,,0.8074855254350014,,
Which countries established colonies in Canada?,"['Following several constitutional conferences, the British North America Act brought about Confederation creating ""one Dominion under the name of Canada"" on July 1, 1867 with four provinces: Ontario, Quebec, Nova Scotia, and New Brunswick.     Canada assumed control of Rupert\'s Land and the North-Western Territory to form the Northwest Territories, where MÃ©tis\' grievances ignited the Red River Rebellion and the creation of the province of Manitoba in July 1870. British Columbia and Vancouver Island (which had united in 1866) and the colony of Prince Edward Island joined Confederation in 1871 and 1873, respectively.']",British North America Act.,France and Britain.,,0.8441662642083885,,0.0
How has Canada helped UN peacekeeping efforts?,"['Canada has played a leading role in UN peacekeeping efforts. During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force.      Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989    ']",Canada has played a leading role in UN peacekeeping efforts.,"During the Suez Crisis of 1956, Lester B. Pearson eased tensions by proposing the inception of the United Nations Peacekeeping Force. Canada has since served in 50 peacekeeping missions, including every UN peacekeeping effort until 1989",,0.9728048400301126,0.9999999999,1.0
What percentage of the population don't speak English or French at home?,"['English and French are the mother tongues of 59.7% and 23.2% of the population respectively,    and the languages most spoken at home by 68.3% and 22.3% of the population respectively.    98.5% of Canadians speak English or French (English only: 67.5%, French only: 13.3%, both: 17.7%).    English and French Official Language Communities, defined by First Official Language Spoken, constitute 73.0% and 23.6% of the population.']",Romanian is spoken as a first language by 91% of the population.,28%,0.0,0.8912801121141419,0.9999999999,0.0
Is Canada bilingual?,"[""Canada's two official languages are  English and French. Official Bilingualism in Canada is law, defined in the Canadian Charter of Rights and Freedoms, the Official Languages Act, and Official Language Regulations; it is applied by the Commissioner of Official Languages. English and French have equal status in federal courts, Parliament, and in all federal institutions. The public has the right, where there is sufficient demand, to receive federal government services in either English or French, and official language minorities are guaranteed their own schools in all provinces and territories.""]",Inuktitut is the majority language in Nunav,Yes.,,0.8235689516336956,0.9999999999,1.0
Did Canadian soldiers win the Battle of Vimy Ridge in 1917?,['Canadian soldiers would win the Battle of Vimy Ridge in 1917.'],yes.,Yes,,,,
Is an official language of Canada German?,"[""Canada's two official languages are  English and French. Official Bilingualism in Canada is law, defined in the Canadian Charter of Rights and Freedoms, the Official Languages Act, and Official Language Regulations; it is applied by the Commissioner of Official Languages. English and French have equal status in federal courts, Parliament, and in all federal institutions. The public has the right, where there is sufficient demand, to receive federal government services in either English or French, and official language minorities are guaranteed their own schools in all provinces and territories.""]",Inuktitut is the majority language in Nunav,No.,,,,
How many provinces and territories does Canada have?,"['Canada is a federation composed of ten provinces and three territories; in turn, these may be grouped into numerous regions. Western Canada consists of British Columbia and three Prairie provinces (Alberta, Saskatchewan, Manitoba). Eastern Canada consists of Central Canada (Quebec and Ontario) and Atlantic Canada (comprised of the three Maritime provinces of New Brunswick, Prince Edward Island, and Nova Scotia; and Newfoundland and Labrador).  Three territories (Yukon, Northwest Territories, and Nunavut) comprise Northern Canada. Provinces have a large degree of autonomy from the federal government,  territories somewhat less. Each has its own provincial or territorial symbols.']",ten provinces.,A federation now comprising ten provinces and three territories,,0.9401017223757298,0.9999999999,
What is Canada's national unemployment rate?,"[""Canada is one of the world's wealthiest nations with a high per capita income, a member of the Organisation for Economic Co-operation and Development (OECD) and Group of Eight (G8).  Canada is a free market economy with slightly more government intervention than the United States, but much less than most European nations.    Canada has traditionally had a lower per capita gross domestic product (GDP) than its southern neighbour (whereas wealth has been more equally divided), but higher than the large western European economies      . Since the early 1990's, the Canadian economy has been growing rapidly with low unemployment and large government surpluses on the federal level. Today Canada closely resembles the US in its market-oriented economic system, pattern of production, and high living standards.  While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador.""]",Canada-US Free Trade Agreement (FTA).,"While as of October 2007, Canada's national unemployment rate of 5.9% is its lowest in 33 years. Provincial unemployment rates vary from a low of 3.6% in Alberta to a high of 14.6% in Newfoundland and Labrador. ",0.0,0.8184232046388965,0.9999999999,1.0
Where is the most densely populated part of Canada?,"['The population density,  , is among the lowest in the world.    The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.   ']",along the Great Lakes and Saint Lawrence River in the southeast.,The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.,,0.8140517649232436,0.9999999999,1.0
What is the largest country in the world?,"[""At  ,  World Factbook area rank order  Egypt is the world's 38th-largest country (after Mauritania). It is comparable in size to Tanzania, twice the size of France, four times the size of the United Kingdom, and is more than half the size of the US state of Alaska.""]",Egypt.,"Canada is the second largest country in the world, after Russia, and largest on the continent.",,,,
What is the largest religious group in Canada?,"[""Support for religious pluralism is an important part of Canada's political culture.  According to 2001 census,    77.1% of Canadians identified as being Christians; of this, Catholics make up the largest group (43.6% of Canadians). The largest Protestant denomination is the United Church of Canada; about 16.5% of Canadians declare no religious affiliation, and the remaining 6.3% were affiliated with religions other than Christianity, of which the largest is Islam numbering 1.9%, followed by Judaism: 1.1%.""]",Catholics.,"According to 2001 census, 77.1% of Canadians identified as being Christians; of this, Catholics make up the largest group (43.6% of Canadians). The largest Protestant denomination is the United Church of Canada; about 16.5% of Canadians declare no religious affiliation, and the remaining 6.3% were affiliated with religions other than Christianity, of which the largest is Islam numbering 1.9%, followed by Judaism: 1.1%. ",,,0.9999999999,1.0
When did Canada have one of the largest armed forces in the world?,"['Canada currently employs a professional, volunteer military force of about 64,000 regular and 26,000 reserve personnel.    The unified Canadian Forces (CF) comprise the army, navy, and air force. Major CF equipment deployed includes 1,400 armoured fighting vehicles, 34 combat vessels, and 861 aircraft.']",1944.,1944.,,,0.0,0.0
What have been inhabited for millennia by aboriginal peoples?,"['The lands have been inhabited for millennia by aboriginal peoples. Beginning in the late 15th century, British and French expeditions explored and later settled the Atlantic coast. France ceded nearly all of its colonies in North America in 1763 after the Seven Years War.']",The lands.,The lands,1.0,0.0,0.9999999999,1.0
European books and maps began referring to this region as Canada in what year?,"['The name Canada comes from a St. Lawrence Iroquoian word meaning ""village"" or ""settlement.""  In 1535, inhabitants of the present-day Quebec City region used the word to direct explorer Jacques Cartier toward the village of Stadacona.    Cartier used the word \'Canada\' to refer to not only that village, but the entire area subject to Donnacona, Chief at Stadacona. By 1545, European books and maps began referring to this region as Canada.']",1545.,1545,,0.8100203299030179,0.9999999999,1.0
What was Canada's most important industry until the 1800s?,"[""The fur trade was Canada's most important industry until the 1800s""]",The fur trade.,The fur trade,,0.8728399674097758,,1.0
Is it true that it angered many residents of the thirteen colonies?,['   Adjustment of colonial claims (decolonization and national self-determination) '],yes.,yes,,0.7906531798455595,,
How do cuba and declining participation relate?,"[""Fillmore's greatest difficulty with the fugitive slave law was how to enforce it without seeming to show favor towards Southern Whigs. His solution was to appease both northern and southern Whigs by calling for the enforcement of the fugitive slave law in the North, and enforcing in the South a law forbidding involvement in Cuba (for the sole purpose of adding it as a slave state).""]",the sole purpose of adding it as a slave state.,Canada maintains full relations with both.,,0.7381523468373047,0.0,0.0
Is it true that provinces have a large degree of autonomy?,[';Provinces and territories'],no.,yes,,0.760408130234414,0.0,0.0
What did Canada adopt in 1965?,"['Under successive Liberal governments of Lester B. Pearson and Pierre Trudeau, a new Canadian identity emerged. Canada adopted its current Maple Leaf Flag in 1965. In response to a more assertive French-speaking Quebec, the federal government became officially bilingual with the Official Languages Act of 1969.  Non-discriminatory Immigration Acts were introduced in 1967 and 1976, and official multiculturalism in 1971; waves of non-European immigration had changed the face of the country. Social democratic programs such as Universal Health Care, the Canada Pension Plan, and Canada Student Loans were initiated in the 1960s and consolidated in the 1970s; provincial governments, particularly Quebec, fought these as incursions into their jurisdictions. Finally, Prime Minister Pierre Trudeau pushed through the patriation of the constitution from Britain, enshrining a Charter of Rights and Freedoms based on individual rights in the Constitution Act of 1982.']",Maple Leaf Flag.,The Maple Leaf Flag,,0.8311837534344063,0.9999999999,1.0
What arrived in Britain?,['Canada was a major front in the War of 1812 between the United States and British Empire. Its defence contributed to a sense of unity among British North Americans. Large-scale immigration to Canada began in 1815 from Britain and Ireland. The timber industry would also surpass the fur trade in importance in the early 1800s.'],Large-scale immigration.,The first Canadian Army units in WW II,,,0.0,
Are Canada 's two official languages English and French ?,"[""Canada's two official languages are  English and French. Official Bilingualism in Canada is law, defined in the Canadian Charter of Rights and Freedoms, the Official Languages Act, and Official Language Regulations; it is applied by the Commissioner of Official Languages. English and French have equal status in federal courts, Parliament, and in all federal institutions. The public has the right, where there is sufficient demand, to receive federal government services in either English or French, and official language minorities are guaranteed their own schools in all provinces and territories.""]",Inuktitut is the majority language in Nunav,yes,0.0,0.8132708913976613,0.9999999999,
Are Canada 's official national sports ice hockey ( winter ) and lacrosse ( summer ) ?,"[""Canada's official national sports are ice hockey (winter) and lacrosse (summer).    Hockey is a national pastime and the most popular spectator sport in the country. It is the most popular sport Canadians play, with 1.65 million active participants in 2004.    Canada's six largest metropolitan areas - Toronto, Montreal, Vancouver, Ottawa, Calgary, and Edmonton - have franchises in the National Hockey League (NHL), and there are more Canadian players in the league than from all other countries combined. After hockey, other popular spectator sports include curling and football; the latter is played professionally in the Canadian Football League (CFL). Golf, baseball, skiing, soccer, volleyball, and basketball are widely played at youth and amateur levels,  but professional leagues and franchises are not as widespread.""]",Canada's official national sports are ice hockey (winter) and lacrosse (summer).,yes,,,0.9999999999,1.0
Is Canada a geographically vast and ethnically diverse country ?,"['Canada is a geographically vast and ethnically diverse country. There are cultural variations and distinctions from province to province and region to region. Canadian culture has also been greatly influenced by immigration from all over the world. Many Canadians value multiculturalism, and see Canadian culture as being inherently multicultural.  Multicultural heritage is enshrined in Section 27 of the Canadian Charter of Rights and Freedoms.']",Canada is geographically vast and ethnically diverse country.,yes,1.0,0.8995151173551469,0.9999999999,
Did Mainland Nova Scotia not come under British rule with the Treaty of Utrecht    (: ; ?,"[""The English established fishing outposts in Newfoundland around 1610 and colonized the Thirteen Colonies to the south. A series of four Intercolonial Wars erupted between 1689 and 1763. Mainland Nova Scotia came under British rule with the Treaty of Utrecht (1713); the Treaty of Paris (1763) ceded Canada and most of New France to Britain following the Seven Years' War.""]",unanswerable,no!,0.0,0.0,0.9999999999,
"Did Cartier not use the word ` Canada ' to refer to not only that village , but the entire area subject to Donnacona , Chief at Stadacona ?","['The name Canada comes from a St. Lawrence Iroquoian word meaning ""village"" or ""settlement.""  In 1535, inhabitants of the present-day Quebec City region used the word to direct explorer Jacques Cartier toward the village of Stadacona.    Cartier used the word \'Canada\' to refer to not only that village, but the entire area subject to Donnacona, Chief at Stadacona. By 1545, European books and maps began referring to this region as Canada.']","Cartier used the word 'Canada' to refer to not only that village, but the entire area subject to Donnacona, Chief at Stadacona.",yes,,0.8885517789142089,0.9999999999,1.0
Did continental European immigrants not S08_settle the prairies ?,"['French explorer Samuel de Champlain arrived in 1603 and established the first permanent European settlements at Port Royal in 1605 and Quebec City in 1608. These would become respectively the capitals of Acadia and Canada. Among French colonists of New France, Canadiens extensively settled the St. Lawrence River valley, Acadians settled the present-day Maritimes, while French fur traders and Catholic missionaries explored the Great Lakes, Hudson Bay and the Mississippi watershed to Louisiana. The French and Iroquois Wars broke out over control of the fur trade.']",Acadians settled the present-day Maritimes.,no,,0.8172181315523915,0.0,
Is it the world 's second largest country by total area?,"[""At  ,  World Factbook area rank order  Egypt is the world's 38th-largest country (after Mauritania). It is comparable in size to Tanzania, twice the size of France, four times the size of the United Kingdom, and is more than half the size of the US state of Alaska.""]",no.,yes,,,,0.0
What happened in 1867?,['Canada was a major front in the War of 1812 between the United States and British Empire. Its defence contributed to a sense of unity among British North Americans. Large-scale immigration to Canada began in 1815 from Britain and Ireland. The timber industry would also surpass the fur trade in importance in the early 1800s.'],"Canada was formed as a federal, semi-autonomous polity.","Canada was formed as a federal, semi-autonomous polity",0.0,0.774045672765037,0.0,0.0
Are ducks in the Arctic Northern Hemisphere migratory?,"['Some duck species, mainly those breeding in the temperate and Arctic Northern Hemisphere, are migratory; those in the tropics, however, are generally not. Some ducks, particularly in Australia where rainfall is patchy and erratic, are nomadic, seeking out the temporary lakes and pools that form after localised heavy rain.']",yes.,Some are,1.0,,0.9999999999,
Is a drake a male?,"['Some people use ""duck"" specifically for adult females and ""drake"" for adult males, for the species described here; others use ""hen"" and ""drake"", respectively.']",yes.,Yes,1.0,0.7534611938312893,,1.0
"Do all ducks ""quack""?","['Despite widespread misconceptions, most ducks other than female Mallards and domestic ducks do not ""quack""; for example, the scaup makes a noise like ""scaup"", which its name came from.']",no.,No,,0.7667616848594049,,1.0
What is the name of a specialized species of duck adapted to catch large fish?,"['A few specialized species such as the smew, goosander, and the mergansers are adapted to catch large fish.']",the mergansers.,the smew,,,0.9999999999,1.0
What animal attracts the most humor and silliness?,"['In 2002, psychologist Richard Wiseman and colleagues at the University of Hertfordshire (UK) finished a year-long LaughLab experiment, concluding that, of the animals in the world, the duck is the type that attracts most humor and silliness; he said ""If you\'re going to tell a joke involving an animal, make it a duck."" The word ""duck"" may have become an inherently funny word in many languages because ducks are seen as a silly animal, and their odd appearance compared to other birds. Of the many ducks in fiction, many are silly cartoon characters like Daffy Duck (see the New Scientist article  mentioning humor in the word ""duck"").']",duck.,The duck,1.0,0.8291156203884981,,
What is an economic use of a duck?,"['Ducks have many economic uses, being farmed for their meat, eggs, feathers, (particularly their down). They are also kept and bred by aviculturists and often displayed in zoos. All domestic ducks are descended from the wild Mallard Anas platyrhynchos, except the Muscovy Duck']","farmed for their meat, eggs, feathers, (particularly their down).",Meat,1.0,0.8495955574183632,0.9999999999,1.0
Who is Daffy Duck?,"['The word duck (from Anglo-Saxon dÅ«ce), meaning the bird, came from the verb ""to duck"" (from Anglo-Saxon supposed *dÅ«can) meaning ""to bend down low as if to get under something"" or ""to dive"", because of the way many species in the dabbling duck group feed by upending (compare Dutch duiken, German tauchen = ""to dive"").']",cartoon characters.,A silly cartoon character,0.0,0.0,0.0,0.0
What makes it more difficult for a diving duck to fly?,"['Diving ducks and sea ducks forage deep underwater. To be able to submerge more easily, the diving ducks are heavier than dabbling ducks, and therefore have more difficulty taking off to fly.']",heavier than dabbling ducks,They are heavier,,0.0,0.9999999999,
What are the reasons for hunting wild ducks?,"['A worldwide group like the ducks has many predators. Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.']",food or sport.,"Meat, eggs, and feathers",,,0.0,
Do ducks forage underwater?,"['Diving ducks and sea ducks forage deep underwater. To be able to submerge more easily, the diving ducks are heavier than dabbling ducks, and therefore have more difficulty taking off to fly.']",yes.,yes,,0.7637458929859603,0.9999999999,0.0
Is foie gras often made from ducks?,"['Foie gras is often made using the liver of domestic ducks, rather than of geese.']",yes.,yes,,0.7456859885574508,,
What economic uses to ducks have?,"['Ducks have many economic uses, being farmed for their meat, eggs, feathers, (particularly their down). They are also kept and bred by aviculturists and often displayed in zoos. All domestic ducks are descended from the wild Mallard Anas platyrhynchos, except the Muscovy Duck']","meat, eggs, feathers, (particularly their down).","They are farmed for their meat, eggs and feathers. They are also kept and bred by aviculturists and often displayed in zoos.",1.0,,0.9999999999,
What kind of ducks feed on land?,"['Dabbling ducks feed on the surface of water or on land, or as deep as they can reach by up-ending without completely submerging.']",Dabbling.,Dabbling ducks,,0.0,0.9999999999,1.0
What unrelated water birds are ducks sometimes confused with?,"['Ducks are sometimes confused with several types of unrelated water birds with similar forms, such as loons or divers, grebes, gallinules, and coots.']","grebes, gallinules, and coots.","loons or divers, grebes, gallinules, and coots",,0.8804904754138456,,
What does the word duck mean?,"['The word duck (from Anglo-Saxon dÅ«ce), meaning the bird, came from the verb ""to duck"" (from Anglo-Saxon supposed *dÅ«can) meaning ""to bend down low as if to get under something"" or ""to dive"", because of the way many species in the dabbling duck group feed by upending (compare Dutch duiken, German tauchen = ""to dive"").']",to bend down low as if to get under something,It is the common name for a number of species in the Anatidae family of birds.,,0.8024593089478788,0.0,
What are some common predators of ducks?,"['A worldwide group like the ducks has many predators. Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.']",humans and the Peregrine Falcon.,"Pike, crocodilians, herons, hawks and eagles.",,0.0,0.9999999999,1.0
How does a Mallard's tongue work?,"[""In the Mallard the tongue is a flat plate, and on the tongue's back end is a short liftable flap with about 18 short spikes on for pushing struggling prey and other food down its throat.""]",pushing struggling prey and other food down its throat.,"It's tongue is a flat plate, and on the tongue's back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat",1.0,0.8052229193571586,0.9999999999,1.0
Are diving ducks heavier tha dabbling ducks?,"['Diving ducks and sea ducks forage deep underwater. To be able to submerge more easily, the diving ducks are heavier than dabbling ducks, and therefore have more difficulty taking off to fly.']",Diving ducks are heavier than dabbling ducks.,Yes,1.0,0.9646024855597425,0.9999999999,1.0
Are adult ducks fast fliers?,"['Adult ducks are fast fliers, but may be caught on the water by large aquatic predators. This can occasionally include fish such as the muskie in North America or the pike in Europe. In flight, ducks are safe from all but a few predators such as humans and the Peregrine Falcon, which regularly uses its speed and strength to catch ducks.']",yes.,Yes,,0.7542881191538892,0.9999999999,
Are ducks an accepted presence in some populated areas?,"['Ducks have become an accepted presence in populated areas. Migration patterns have changed such that many species remain in an area during the winter months. In spring and early summer ducks sometimes influence human activity through their nesting; sometimes a duck pair nests well away from water, needing a long trek to water for the hatchlings: this sometimes causes an urgent wildlife rescue operation (e.g. by the RSPCA) if the duck nested somewhere unsuitable like in a small enclosed courtyard.']",Ducks have become an accepted presence,Yes,,,0.9999999999,
What types of unrelated water birds with similar forms are ducks sometimes confused with?,"['Ducks are sometimes confused with several types of unrelated water birds with similar forms, such as loons or divers, grebes, gallinules, and coots.']","grebes, gallinules, and coots.","loons or divers, grebes, gallinules, and coots",1.0,0.8833218550867641,,1.0
Why are ducklings particularly vulnerable?,"['A worldwide group like the ducks has many predators. Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.']",their inability to fly makes them easy prey,Their inability to fly.,,0.8495493142084561,,1.0
What are some economic uses for duck?,"['Ducks have many economic uses, being farmed for their meat, eggs, feathers, (particularly their down). They are also kept and bred by aviculturists and often displayed in zoos. All domestic ducks are descended from the wild Mallard Anas platyrhynchos, except the Muscovy Duck']","farmed for their meat, eggs, feathers, (particularly their down).","Meat,eggs,feathers",,0.875066636016216,,1.0
What allows a duck to filter water out of the side of their beaks and keep food inside?,"[""Along the inside of the beak they have tiny rows of plates called lamellae like a whale's baleen. These let them filter water out of the side of their beaks and keep food inside.""]",lamellae.,Tiny rows of plates called lamellae,1.0,,0.9999999999,1.0
What expression is part of a conceptual framework for testing computer systems?,"['The expression is part of a conceptual framework for testing (see Duck test) of some computer systems. In a sense, this usage results from a need for \'behavioral\' analysis of an entity (virtual or otherwise) in an attempt to know what it is or whether it is what is \'claimed\' of it (by itself or another). One can even argue several philosophical points (see Operational definition). But, it\'s really in \'computing\' where entities emerge (evolve) that are not \'covered\' by theory or some known \'meta\' view where this idea has taken hold, especially in forms related to advanced techniques. (As aforementioned though, very few ducks actually do ""quack"")']",Duck test.,Quacks like a duck,,0.8015037233525852,,1.0
"Where did the expression ""a sitting duck"" come from?","['In many areas, wild ducks of various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys. From this came the expression ""a sitting duck"", which means ""an easy target"".']","the verb ""to duck"" (from Anglo-Saxon supposed *d«can) meaning ""to bend down low as if to get under something""","In many areas, wild duckof various species (including ducks farmed and released into the wild) are hunted for food or sport, by shooting, or formerly by decoys.",,0.864821048576918,0.9999999999,1.0
Is Egypt bordered by the Gaza Strip?,"['Egypt (Egyptian: Kemet; Coptic:   KÄ«mi;     ; Egyptian Arabic:  ), officially the Arab Republic of Egypt, is a country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Covering an area of about  , Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea.']",yes.,yes,1.0,0.7819447835085073,0.9999999999,
Is Egypt the most populated country in Africa?,"[""Egypt is one of the most populous countries in Africa. The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about   where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta.""]",Egypt is the most populous country in Africa.,no,0.0,0.9302428640213077,0.9999999999,0.0
Does Egypt have political influence in the Middle East?,"[""Egypt's foreign policy operates along moderate lines. Factors such as population size, historical events, military strength, diplomatic expertise and a strategic geographical position give Egypt extensive political influence in Africa and the Middle East. Cairo has been a crossroads of regional commerce and culture for centuries, and its intellectual and Islamic institutions are at the center of the region's social and cultural development.""]",Egypt's foreign policy operates along moderate lines.,yes,,0.8817270044286762,0.9999999999,
When was the Six Day War?,"['In 1973, Egypt, along with Syria, launched the October War, a surprise attack against the Israeli forces occupying the Sinai Peninsula and the Golan Heights.  It was an attempt to liberate the territory Israel had captured 6 years earlier. Both the US and the USSR intervened and a cease-fire was reached. Despite not being a complete military success, most historians agree that the October War presented Sadat with a political victory that later allowed him to pursue peace with Israel.']",1973.,1967,0.0,0.8451038648091064,0.0,
What religions has Egypt outlawed?,"['The high court of Egypt has outlawed all religions and belief except Islam, Christianity and Judaism. (For more information see Egyptian Identification Card Controversy.)']","Islam, Christianity and Judaism.","All but Christianity, Islam, and Judaism",,,0.9999999999,
What is the poulation of Egypt?,['The Nile River in Egypt'],Egyptian farm.,more than 78 million,,,,0.0
Why does most of Egypt's population live near the Nile?,"[""Egypt is one of the most populous countries in Africa. The great majority of its estimated 78 million people (2007) live near the banks of the Nile River in an area of about   where the only arable agricultural land is found. The large areas of the Sahara Desert are sparsely inhabited. About half of Egypt's residents live in urban areas, with the majority spread across the densely populated centers of greater Cairo, Alexandria and other major cities in the Nile Delta.""]",the only arable agricultural land is found.,"the only arable agricultural land is found there,",1.0,0.0,0.9999999999,1.0
Are there a large number of Jews living in Egypt today?,"[""Egypt was once home to one of the oldest Jewish communities in the world. Egyptian Jews, who were mostly Karaites, partook of all aspects of Egypt's social, economic and political life; one of the most ardent Egyptian nationalists, Yaqub Sanu' (Abu Naddara), was a Jew, as were famous musician Dawoud Husni, popular singer Leila Mourad, and prominent filmmaker Togo Mizrahi. For a while, Jews from across the Ottoman Empire and Europe were attracted to Egypt due to the relative harmony that characterized the local religious landscape in the 19th and early 20th centuries. After the 1956 Suez Crisis, a great number of Jews were expelled by Gamal Abdel Nasser, many of whom holding official Egyptian citizenship. Their Egyptian citizenship was revoked and their property was confiscated. A steady stream of migration of Egyptian Jews followed, reaching a peak after the Six-Day War with Israel in 1967. Today, Jews in Egypt number less than 500. Jewish Community Council (JCC) of Cairo.  Bassatine News. 2006.""]",peak after the Six-Day War with Israel in 1967.,no,1.0,0.7842597802569712,0.9999999999,
